path	translation	split
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177031.mp3	Didn't I tell you before!	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177038.mp3	He prepares himself for the exam.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177039.mp3	This movie is simply fabulous.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177040.mp3	Is this your son, Petty?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177041.mp3	What they have told you isn't true.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177042.mp3	Here is the bus.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177053.mp3	And finally, he gave up.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177054.mp3	They say that he died here.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177055.mp3	He told us an interesting story.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177056.mp3	I'm vegetarian.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177057.mp3	Pop is my friend.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177069.mp3	I'm not sure if I'd prefer this or that.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177070.mp3	Do good to people and you'll enslave their hearts, as long as man enslaves benevolence.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177071.mp3	The weather was cold here through March.	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177072.mp3	Oil prices declined this week.	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177073.mp3	This book is for Ali.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177080.mp3	She lived her live single.	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177081.mp3	Their wedding party is tomorrow.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177082.mp3	The discussion at the Ministry of Foreign Affairs about the policy of accepting and accommodating the foreigners in Japanese society has continued.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177083.mp3	Which pen?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177084.mp3	What is this noise?	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177095.mp3	I'll shoot him.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177096.mp3	Give me the salt, please.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177097.mp3	I don't have time to finish my homework.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177098.mp3	She is beautiful, man!	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177099.mp3	My grandfather was born in the year one thousand, nine hundred and twenty.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177111.mp3	This house is my home.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177112.mp3	I’ve learned a lot about Greek civilization.	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177113.mp3	I know that boy.	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177115.mp3	You can accompany me.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177117.mp3	My aunt brought me some flowers.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177139.mp3	Take the other chair.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177140.mp3	My driving instructor says that I have to be more patient.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177141.mp3	Tom's home.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177142.mp3	I've never studied a math subject.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19177143.mp3	It was a time when it would be more proper to be a murderer than to be a lover.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179147.mp3	Anne gave me this gift.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179148.mp3	Do not challenge who has nothing to lose.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179149.mp3	Can you see the difference?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179150.mp3	Who's gonna help me?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179151.mp3	You can get to the station by bus.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179152.mp3	How come you can't see with your eye?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179153.mp3	Does Toshio love Sachiko?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179154.mp3	They had to stay home all day long.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179155.mp3	He miraculously survived the death.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179156.mp3	Why do you ask?	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179157.mp3	How many boys are in this class?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179159.mp3	About a thousand participated in the demonstration.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179160.mp3	I met an old lady.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179161.mp3	Your brother is that one who consoles you.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179162.mp3	Tell me about it.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179163.mp3	which language do they speak In America?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179164.mp3	He speaks well.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179165.mp3	There are many universities in Kyoto.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179166.mp3	She screamed saying, "Help! Help me.”	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179167.mp3	This movie is for adults only.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179169.mp3	They agreed on this price.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179170.mp3	I can jump.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179171.mp3	she has bent over.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179172.mp3	The man was dying.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179174.mp3	Have we met before?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179175.mp3	Thank you so much!	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179176.mp3	I'm not coming back.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179177.mp3	I remember that I saw her once on the road.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179178.mp3	He’s sick.	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179179.mp3	If the Muslims meet with their swords, then the killer and the murdered both will be in hell.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19179180.mp3	For this reason, he lost his job.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247933.mp3	The school is far from the station.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247934.mp3	He's going to Tokyo tomorrow, isn't that right?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247936.mp3	Do you like rap music?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247942.mp3	Keep your eyes open.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247944.mp3	Liz died eight years ago.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247946.mp3	Physics is my favorite subject.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247949.mp3	I had lunch at the restaurant with Mike.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247951.mp3	The tank capacity is fifty gallons.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247952.mp3	We need to call the police right now.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247953.mp3	Just follow your heart.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247954.mp3	My task is to care for the child.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247955.mp3	Where did you see the boy?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247956.mp3	Dr. Smith has a lot of patients.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247967.mp3	The best generosity is giving without being asked.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247968.mp3	`Have you ever visited Hawaii?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247969.mp3	The car has windows, lights, wheels and so on.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247970.mp3	The guy pointed a gun towards the investigators.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247971.mp3	I eat an Apple.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247972.mp3	Their spirits are high.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247973.mp3	Rome is an ancient city.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247974.mp3	Turn down the radio.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247977.mp3	I don't think he is coming.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247980.mp3	Your house is three times bigger than mine.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247982.mp3	Unbelievable!	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247984.mp3	Most students come to school by walk.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247986.mp3	Her eyes are blue.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247989.mp3	I don't have free time for reading.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247991.mp3	He's not going.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247992.mp3	Ken jumped from above the wall.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247993.mp3	My mother has a driver's license, but she doesn't drive a car.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247994.mp3	We walked together.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247995.mp3	Did you order the book?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19247996.mp3	We're facing a huge disaster.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248012.mp3	You're a professional and I'm a beginner.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248013.mp3	She became a doctor.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248014.mp3	Could you differentiate Tom from his brother?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248015.mp3	I work for an oil company.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248016.mp3	I think Shakespeare is the greatest drama writer in history.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248444.mp3	My mother died when I was young.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248446.mp3	Please inform her to call me.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248447.mp3	Please insert your card.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248450.mp3	Please have a seat.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248452.mp3	Stay calm during the lesson.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248453.mp3	It's raining.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248454.mp3	she left the office a while ago.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248455.mp3	He's Taro's youngest brother.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248456.mp3	Can you repeat what you said, please?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248464.mp3	One of my uncles is a doctor.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248467.mp3	My money was stolen.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248469.mp3	He threw the ball.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248470.mp3	If you want to pass the exam, you have to study hard.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248471.mp3	This is a real story.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248472.mp3	The play is over.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248473.mp3	The match ended at nine o'clock.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248474.mp3	Please laugh!	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248475.mp3	What? I didn't hear you.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248476.mp3	The wall is painted green.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248477.mp3	My father works in a bank.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248478.mp3	Call me again in two days.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248479.mp3	You have to leave my car.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248480.mp3	We have to avoid war at all costs.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248481.mp3	What did he say?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248482.mp3	What did you talk about?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248483.mp3	Help!	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248485.mp3	You're always complaining.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248487.mp3	My mother was very beautiful in her youth.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248490.mp3	Jane prefers cats to dogs.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248492.mp3	I met him one day.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248493.mp3	I'm trying to sleep.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248494.mp3	The manager proposed a new plan.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248495.mp3	Please attach a quality certificate.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248496.mp3	Did you have a good time last night?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248497.mp3	Did you call?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248498.mp3	Palestinian history is my favorite subject.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248499.mp3	Hello, people of Chicago!	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248501.mp3	I walk to school.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248512.mp3	You can go where you want.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248513.mp3	If I wanted to scare you, I'd tell you what I dreamed a few weeks ago.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248514.mp3	Did you hear that sound?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19248516.mp3	Write down your address, please.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19171875.mp3	When did you eat?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19171876.mp3	My name is Bob.	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19171882.mp3	You're not a spy, are you?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19171935.mp3	Birds travel long distances.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173817.mp3	She said she'd call you later.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173818.mp3	There's something I want to tell you.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173820.mp3	He came to help us despite his preoccupation.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173821.mp3	This will not end up never.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173823.mp3	Who wrote this book?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173985.mp3	Are you coming to the meeting?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173987.mp3	Do you remember your father’s birthday?	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173988.mp3	I owe my success to my friend.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173989.mp3	Who broke the vase?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19173992.mp3	"Hello," said Tom, smiling.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174032.mp3	How are you?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174033.mp3	May the peace, mercy, and blessings of God be upon you.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174034.mp3	She committed suicide.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174035.mp3	Learn obedience before you give commands.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174036.mp3	My Uncle lives in a residential apartment.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174080.mp3	I'm late because of the traffic.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174081.mp3	She asked me to wake her up at six o'clock.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174082.mp3	The facts are undeniable.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174083.mp3	The houses and cars appeared small from the plane's high.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174084.mp3	He's my friend, do you guys know him?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174090.mp3	She gets prettier every day.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174091.mp3	She didn't mean any harm.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174092.mp3	Cut down that dead tree, or it'll fall over your house.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174093.mp3	Is there something I couldn't understand?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174094.mp3	I'm going to London in the summer.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174100.mp3	I can read Spanish easily.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174102.mp3	Hurry up, Martin. We are running late.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174103.mp3	I do not want to perform works instead of him.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174104.mp3	Please answer all questions.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174732.mp3	Is dinner ready?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174735.mp3	Who is that man playing the piano?	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174738.mp3	They became a husband and wife.	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174740.mp3	The Cat is sleeping on the couch.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174741.mp3	They are brothers.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174742.mp3	There are no signs of life on Mars.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174743.mp3	Please call the doctor!	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174744.mp3	My sister went to Kobe yesterday.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174746.mp3	The Musical band increased the number of concerts during its tour.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174747.mp3	A mother is a school, preparing her is like preparing a good nation.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174752.mp3	Waking up is against sleeping.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174753.mp3	It's my turn now.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174754.mp3	The old man is very nice.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174757.mp3	This question isn't easy.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174766.mp3	My tie is orange.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174767.mp3	Just fifteen minutes.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174768.mp3	Will it rain today?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174770.mp3	Where did you grow up in Austria?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174771.mp3	Can I go to the bathroom?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174776.mp3	He put salt in his coffee cup by mistake.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174777.mp3	What am I supposed to do?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174779.mp3	Do you smoke?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19174783.mp3	Rome wasn't built in a day.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191416.mp3	The room was completely devoid of furniture .	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191417.mp3	I’ve played a melody on the piano.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191418.mp3	I pass over with some changes.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191419.mp3	I met her an hour ago.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191431.mp3	He's not a smoker.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191433.mp3	My office is on the fifth floor.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191434.mp3	Why did you come to Japan?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191435.mp3	After buying those shoes, I ended up with an overdraft.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191448.mp3	I'm gonna take a shower.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191450.mp3	Innocence is a beautiful thing.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191452.mp3	May I take a look at your passport?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191454.mp3	I want to book a table for two.	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191455.mp3	I'm sure you can help me.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191456.mp3	Where does John live?	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191457.mp3	The police shouldn't accept bribes.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191459.mp3	Were you at school at that time?	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191460.mp3	Can I use your phone?	test_dup
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191466.mp3	I received her message yesterday .	dev_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191467.mp3	“Do you order righteousness to the people and forget yourselves.”	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191468.mp3	Everyone has their own taste.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191471.mp3	My father sometimes travels abroad.	dev
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19191481.mp3	Come back!	test_dup
